,ID,trial,TargetPosition,RT,ampWinner,ampAveraging
762,762,162,90,837,97,29.972488129181507
763,763,163,90,878,90,33.157632775624656
764,764,164,90,852,94,33.18558771482907
765,765,165,90,846,97,30.325739349754894
766,766,166,90,842,93,31.071344174541654
767,767,167,90,845,97,32.14049892594559
768,768,168,90,846,97,32.312179296013355
769,769,169,90,856,102,34.11108204217353
770,770,170,90,890,94,33.03587409124497
771,771,171,90,834,97,30.723752847353413
772,772,172,90,848,96,34.62731778014177
773,773,173,90,857,95,33.740064950276455
774,774,174,90,873,101,34.63003363787228
775,775,175,90,830,93,29.17843505518399
776,776,176,90,833,97,30.541494576444027
777,777,177,90,854,101,30.549280686185007
778,778,178,90,813,95,25.822913953051643
779,779,179,90,872,96,32.93056595481161
780,780,180,90,820,95,28.989456826738778
781,781,181,90,859,101,32.846205136584466
782,782,182,90,864,95,31.160290015505655
783,783,183,90,863,99,32.952272660967644
784,784,184,90,873,96,32.403081986655856
785,785,185,90,851,99,32.11300695282599
786,786,186,90,889,97,33.55323385328141
787,787,187,90,847,98,30.49595737727936
788,788,188,90,820,96,28.26477629150692
789,789,189,90,847,89,32.19982275512827
790,790,190,90,853,99,31.67901196366696
791,791,191,90,838,92,32.32568528685317
792,792,192,90,846,98,32.48300080986724
793,793,193,90,838,90,27.34501259971468
794,794,194,90,818,95,27.465067787692455
795,795,195,90,832,99,31.316842823505123
796,796,196,90,836,93,29.53209521677529
797,797,197,90,858,101,33.51387052040502
798,798,198,90,825,93,30.510598938352015
799,799,199,90,842,92,31.204450306457808
800,800,0,110,866,106,41.301579096304636
801,801,1,110,858,106,39.09512791158874
802,802,2,110,915,103,39.86948761046731
803,803,3,110,843,97,40.13303571363997
804,804,4,110,902,108,43.899475081315146
805,805,5,110,887,101,43.008734738053356
806,806,6,110,904,95,39.497219867061425
807,807,7,110,884,100,43.73789994058887
808,808,8,110,886,116,49.41935176740721
809,809,9,110,894,101,42.13155741076911
810,810,10,110,885,99,40.06308489634656
811,811,11,110,849,108,43.47189646329923
812,812,12,110,856,100,43.004006590300556
813,813,13,110,911,94,36.1671516703461
814,814,14,110,871,97,38.834660144507495
815,815,15,110,859,104,40.92151396994762
816,816,16,110,860,106,40.08305281116951
817,817,17,110,852,111,44.55008481384792
818,818,18,110,893,101,43.429436765590566
819,819,19,110,880,101,42.515590407099815
820,820,20,110,857,98,43.007609072307794
821,821,21,110,867,100,41.28707456754855
822,822,22,110,874,96,38.397226639078795
823,823,23,110,847,95,37.79715197794706
824,824,24,110,852,99,39.033625318330635
825,825,25,110,864,110,42.86832349968139
826,826,26,110,880,106,46.90520297305222
827,827,27,110,851,99,40.47371628991549
828,828,28,110,857,99,38.68942166899901
829,829,29,110,887,96,41.80712383151736
830,830,30,110,853,109,41.98287590691454
831,831,31,110,842,98,38.46183225806027
832,832,32,110,848,107,46.15878301544947
833,833,33,110,867,100,41.61189957663701
834,834,34,110,862,95,40.38710316550646
835,835,35,110,864,96,44.10480513813237
836,836,36,110,856,93,36.648677536635475
837,837,37,110,854,93,46.58700537827203
838,838,38,110,889,93,39.90063849476642
839,839,39,110,870,97,40.94324409712217
840,840,40,110,883,104,39.95197555720336
841,841,41,110,861,104,40.14205696673869
842,842,42,110,875,98,40.001912158003634
843,843,43,110,852,96,37.66204308247356
844,844,44,110,867,102,37.66673762737695
845,845,45,110,879,97,43.724446578655936
846,846,46,110,871,102,40.284456344639466
847,847,47,110,872,95,37.79941954063708
848,848,48,110,859,103,44.496118244559156
849,849,49,110,878,113,51.286361941383106
850,850,50,110,871,104,44.50737509355463
851,851,51,110,844,105,38.16220145204038
852,852,52,110,871,107,43.49008937232585
853,853,53,110,879,104,42.65879842062427
854,854,54,110,870,91,38.415091481754715
855,855,55,110,915,94,40.26024336752999
856,856,56,110,867,107,45.180066903522416
857,857,57,110,851,103,48.99986930069845
858,858,58,110,832,102,34.95333528977103
